location,title,company,salary,summary
Cork,R&D Engineer,b'\n\nFastnet Recruitment\n',NA,"b'\nWorking knowledge of data analysis by statistical methods. Reporting to the Engineering Manager, the successful candidate will provide process & equipment...'"
Cork,Systems Software Engineer,b'\n\nFastnet Recruitment\n',NA,b'\nLiaise with Quality Engineers and Mfg personnel on new system implementations or changes. Our Cork based client current have an open position for a Systems...'
Cork,Senior Build Automation Engineer,b'\n\n\nJohnson Controls\n',NA,"b'\nDevelops automation and processes to enable teams to deploy, manage, configure, scale and monitor their applications in data centers and in cloud....'"
Cork,"Director, Material Operations",b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,b'\nWork with master data owners to ensure that data used for production planning and scheduling are up to date....'
Cork,QC Compliance Associate,b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,"b'\nAbility to speak, present data, and defend approaches in front of a variety of audiences. These engineers, technicians, scientists and support staff build and...'"
Cork,Applications Diagnostic Specialist,b'\n\nSnap-on Diagnostics\n',NA,b'\nAuthor\xe2\x80\x99s data to support diagnosis of specific vehicle faults. Consults with software engineers and other engineering staff to develop new features for our...'
Cork,Network Support Engineer,b'\n\n\nRed Commerce\n',NA,b'\nNetwork Support Engineer Contract 6 Months Must hold an EU Passport Must be immediately available Key Responsibilities....'
Cork,Senior iOS Developer,b'\n\n\nJohnson Controls\n',NA,b'\nStrong grasp of computer science fundamentals of data structures and algorithms. As a Senior iOS Engineer you will be tasked with building projects from the...'
Cork,Junior Building Services Engineer,b'\n\nBrightpath Recruitment Ltd.\n',NA,b'\nAssist the Senior Building Services Engineer with the following:. As a Junior Building Services Engineer you will receive training and mentoring from an...'
Cork,Maintenance Reliability Engineer,b'\n\nICDS Recruitment\n',NA,"b'\nMaintenance Reliability Engineer- Cork. This includes proper equipment coverage, assisting with interpretation of data, and assisting the Process Engineer for...'"
Cork,QA Associate,b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,"b'\nStrong ability to communicate, present data, and defend approaches in front of audiences and inspectors. These engineers, technicians, scientists and support...'"
Cork,QC Analyst,b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,"b'\nPerform primary review of QC raw data and trend results. These engineers, technicians, scientists and support staff build and maintain BioMarin\xe2\x80\x99s cutting-edge...'"
Cork,Sample Management Associate Scientist,b'\n\n\nReal Staffing\n',NA,b'\nYou would come on board as a Sample Management Associate Scientist. My client is looking for a Sample Management professional to come on board and join their...'
Cork,Electrical Instrumentation and Control Systems Engineer,b'\n\n\nHays\n',NA,"b'\nYou will be attending client and contractor meetings, undertaking site surveys and inspections, Report writing, front-end studies, preparing instrument lists,...'"
Cork,Process / Technical Engineer,b'\n\n\nSigmar Recruitment\n',NA,b'\nPerform data analysis and make informed decisions/recommendations around conclusions reached from data analysis....'
Cork,Research Scientist,b'\n\n\nBrightwater\n',NA,b'\nA multinational food & beverage organization is recruiting for an experience Research Scientist to join their team in Cork....'
Cork,Delta V Automation,b'\n\nPACIV Ireland\n',NA,"b'\nSenior engineers will require proven project management skills. Familiar with Data Integrity, OEE and Continuous Manufacturing initiatives is desirable....'"
Cork,Principal Software Engineer,b'\n\n\nMorgan McKinley\n',NA,b'\nThe Principle Software Engineer will be the lead software development engineer on new cloud-based solutions that will support several different market verticals...'
Cork,MES KPI PI Engineer,b'\n\n\nZenith Technologies\n',NA,"b'\nThe Engineer will be involved in design, configuration and testing of the Werum Pas-X KPI Tool & OSIsoft PI Data Historian product range as part of an office...'"
Cork,Reliability Engineer,b'\n\nFastnet Recruitment\n',NA,"b'\nCollect, organize, synthesize, and analyze data. We are recruiting a Reliability Engineer for our Cork based Biopharmaceutical Client in Cork....'"
Cork,Senior RF Analog Mixed Signal Design Engineer,b'\n\nEmtech Recruitment Ltd\n',NA,"b'\nHigh-speed data communications / SERDES; Senior RF Analog Mixed Signal Design Engineer with 5+yrs experience in large RF/Analog IC/SoC specifications,...'"
Cork,Process / Mechanical Systems Engineer,b'\n\nCallaghan Engineering\n',NA,"b'\nPreparation of equipment lists, data sheets and specifications. CE specialise in mechanical, electrical and process engineering primarily across the...'"
Cork,Facilities Systems & Asset Management Engineer,b'\n\nErvia\n',NA,b'\nRequire the Facilities Systems & Asset Engineer in engage with internal and external customers to. \xef\x82\xb7 Co-ordinate the preparation and the cleansing of data to be...'
Cork,3D Printing Engineer NPI,b'\n\nFastnet Recruitment\n',NA,"b'\nWork with quality engineers to develop component specific testing and inspection protocols. Will analyse equipment to establish operating data, conduct...'"
Cork,CSV Engineer,b'\n\n\nPM Group\n',NA,"b'\nWe now require a CSV Engineer. Contribute directly to the completion of projects through development and execution of validation change control documents, and...'"
Cork,Senior Cyber Security Engineer,b'\n\nHarry Walsh Associates\n',NA,"b'\nData Loss Prevention. Large healthcare company - The position will provide a cyber security focus on Company Assets, Intellectual Property, and Business...'"
Cork,Senior Analog/RF IC Design Engineer - Cork - Ireland,b'NA',NA,b'\nSenior Analog/RF IC Design Engineer - Cork - Ireland. High - speed data communications / SERDES and modelling of Analog systems is of advantage....'
Cork,Associate Scientist,b'\n\nCareerWise Recruitment\n',NA,b'\nPerform data review. A pioneering pharmaceutical company seeks an outstanding Associate Scientist asap! CareerWise Recruitment requires an Associate Scientist...'
Cork,"Senior Systems Engineer, Cork JO1069",b'\n\n\nZenith Technologies\n',NA,"b'\nSenior Systems Validation Engineer, Cork - JO1069*. We have an immediate requirement for a *Senior Systems Validation Engineer*....'"
Cork,"UTRCI Research Scientist, Software Systems (Algorithms)",b'\n\n\nUTC Aerospace Systems\n',NA,"b'\nDevelopment and optimization of data processing algorithms, including the translation of prototype implementations from tools such as MATLAB or Mathematica....'"
Cork,Research Scientist,b'\n\nFastnet Recruitment\n',NA,b'\nA methodical approach to work and knowledge of statistical data analysis. Evaluate data generated and communicate the interpretation and implication of results....'
Cork,Software Developer,b'\n\nHRM Executive Recruitment\n',NA,b'\nUse automation data to design innovative software applications. Liaise with software developers and automation engineers to ensure the highest quality software...'
Cork,Senior Pharmaceutical Process Engineer,b'\n\n\nJacobs\n',NA,"b'\nPrepares control valves process data, relief valve data, analyzer data. Prepares instrumentation process data....'"
Cork,Process Engineer,b'\n\nFastnet Recruitment\n',NA,b'\nKnowledge of statistical process control and data analysis by statistical methods. We are recruiting a Process Engineer for an initial 12 month contract direct...'
Cork,TPM00802 – API Production Chemist / API Production Chemical...,b'\n\nTandem Project Management\n',NA,"b'\nManage the equipment & unit operation process knowledge, information and data requirements associated with production....'"
Cork,Analytical Development Scientist,b'\n\nCareerWise Recruitment\n',NA,b'\nAn Analytical Development Scientist is required by CareerWise Recruitment for our Cork based biotech client....'
Cork,IT Field Service Engineer,b'\n\nCollins McNicholas\n',NA,"b'\nCurrently recruiting for a Field Service Engineer, who will be required to manage jobs and work closely with their large client base....'"
Cork,"UTRCI Research Scientist, Cyber-physical Systems Security",b'\n\n\nUTC Aerospace Systems\n',NA,"b'\nAssessing vulnerabilities and developing countermeasures for emerging products and services through instrumentation, data analytics, impact assessment, and...'"
Cork,Planner,"b""\n\n\nO'Neill & Brennan\n""",NA,"b'\nAssist engineers with plant projects, technical details, and specifications. Lead detailed planning and scheduling and coordinate the work product of planners...'"
Cork,DevOps Lead,b'\n\n\nJohnson Controls\n',NA,"b'\nLeads a team of DevOps engineers in managing development infrastructure, tools and processes for highly scalable multi-tenant java based micro services, web and...'"
Cork,Staff Process Development Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n091730022 Staff Engineer Our client, a medical device company in Cork are currently looking to recruit a Staff Engineer for their site....'"
Cork,Bioanalytical Development Scientist,b'\n\nLife Science Recruitment\n',NA,b'\nBioanalytical Development Scientist. Presents technical analytical data clearly and concisely to customer\xe2\x80\x99s i.e. internal and external regulatory inspections....'
Cork,Senior Java Developer (Cork),b'\n\nBerkley Recruitment Group\n',NA,"b'\nCommercial experience working with Big Data tools such as Apache Spark, Kafka, Pig, Hive, Sqoop or Elastic Search....'"
Cork,Bioanalytical Development Scientist,b'\n\nScientificJobs.ie\n',NA,b'\nBioanalytical Development Scientist. Presents technical analytical data clearly and concisely to customer\xe2\x80\x99s i.e. internal and external regulatory inspections....'
Cork,"Snr. Manager, Quality Assurance",b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,"b'\nAbility to speak, present data, and defend approaches in front of audiences and inspectors. These engineers, technicians, scientists and support staff build and...'"
Cork,Electrical /Instrumentation & Control Systems Engineer,b'\n\nCallaghan Engineering\n',NA,"b'\nPreparation of instrument lists, data sheets and specifications. CE specialise in mechanical, electrical and process engineering primarily across the...'"
Cork,Sample Mgmt Scientist Contractor,b'\n\nLife Science Recruitment\n',NA,b'\nPerform data review. Record all laboratory data in accordance with cGMP and local procedures. Our Cork-based biologics client is seeking someone with Stability...'
Cork,Sample Mgmt Scientist Contractor,b'\n\nScientificJobs.ie\n',NA,b'\nPerform data review. Record all laboratory data in accordance with cGMP and local procedures. Our Cork-based biologics client is seeking someone with Stability...'
Cork,Security Engineer - Cork,b'\n\nReperio Human Capital\n',NA,"b'\nSecurity Engineer - Cork. Key responsibilities of the security engineer:. Desired Skills IT Security, Cyber Security, CISSP, CEH, Security Engineer....'"
Cork,Manufacturing Inspection Readiness Manager,b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,"b'\nAbility to speak, present data, and defend approaches in front of a variety of audiences. These engineers, technicians, scientists and support staff build and...'"
